BEASTtype	session	playerNr	uniquePlayerNr	period	animalName	actualNAnimals	firstEstimate	observedEstimate	secondEstimate	actualAngle	firstAngle	observedAngle	secondAngle	infoChoice	choice	payoff	A	B	previousChoice	previousPayoff	age	female	IOS	conf1	conf2	conf3	conf4	conf5	conf6	conf7	conf8	conf9	conf10	conf11	indiv1	coll1	coll2	indiv2	indiv3	coll3	coll4	indiv4	orderofTasks
2	2	16	2016	21										1	2	39	36	39	2	34																							4
2	2	16	2016	22										1	2	16	29	16	2	39																							4
2	2	16	2016	23										1	2	32	25	32	2	16																							4
2	2	16	2016	24										1	2	49	24	49	2	32																							4
2	2	16	2016	25										1	2	48	33	48	2	49	34	0	4	8	2	6	3	7	7	4	7	4	8	4	6	7	7	4	6	5	8	8	4
2	2	17	2017	1											2	43	18	43	NA	NA																							5
2	2	17	2017	2										1	2	15	39	15	2	43																							5
2	2	17	2017	3										2	1	14	14	35	2	15																							5
2	2	17	2017	4										2	2	36	25	36	1	14																							5
2	2	17	2017	5										2	2	39	26	39	2	36																							5
2	2	17	2017	6										2	2	43	26	43	2	39																							5
2	2	17	2017	7										2	2	53	33	53	2	43																							5
2	2	17	2017	8										2	2	28	28	28	2	53																							5
2	2	17	2017	9										2	2	23	33	23	2	28																							5
2	2	17	2017	10										2	2	53	32	53	2	23																							5
2	2	17	2017	11										2	2	29	1	29	2	53																							5
2	2	17	2017	12										2	2	40	42	40	2	29																							5
2	2	17	2017	13										2	2	32	28	32	2	40																							5
2	2	17	2017	14										2	2	31	37	31	2	32																							5
2	2	17	2017	15										2	2	35	27	35	2	31																							5
2	2	17	2017	16	ant	93	55	67	61																																		5
2	2	17	2017	17	bee	78	65	78	70																																		5
2	2	17	2017	18	flamingo	59	62	50	58																																		5
2	2	17	2017	19	crane	74	70	83	75																																		5
2	2	17	2017	20	cricket	69	56	68	60																																		5
2	2	17	2017	21						127	135	98	123.6																														5
2	2	17	2017	22						67	200	195	197.6																														5
2	2	17	2017	23						326	321	340	327.8																														5
2	2	17	2017	24						229	223	238	226.1																														5
2	2	17	2017	25						199	184	208	189								32	0	2	6	4	4	7	7	8	4	6	4	6	4	7	7	8	4	4	8	8	6	5
2	2	18	2018	1											2	34	45	34	NA	NA																							6
2	2	18	2018	2										2	2	27	28	27	2	34																							6
2	2	18	2018	3										1	2	29	33	29	2	27																							6
2	2	18	2018	4										2	2	28	26	28	2	29																							6
2	2	18	2018	5										2	2	48	31	48	2	28																							6
2	2	18	2018	6										2	2	32	42	32	2	48																							6
2	2	18	2018	7										2	2	31	28	31	2	32																							6
2	2	18	2018	8										2	2	27	36	27	2	31																							6
2	2	18	2018	9										2	2	41	20	41	2	27																							6
2	2	18	2018	10										2	2	54	32	54	2	41																							6
2	2	18	2018	11										2	2	22	22	22	2	54																							6
2	2	18	2018	12										2	2	37	19	37	2	22																							6
2	2	18	2018	13										2	2	35	27	35	2	37																							6
2	2	18	2018	14										2	2	44	27	44	2	35																							6
2	2	18	2018	15										2	2	46	36	46	2	44																							6
2	2	18	2018	16						127	129	98	118.9																														6
2	2	18	2018	17						67	31	46	38.9																														6
2	2	18	2018	18						326	308	327	319.2																														6
2	2	18	2018	19						229	235	221	226.8																														6
2	2	18	2018	20						199	207	182	198																														6
2	2	18	2018	21	ant	93	102	80	91																																		6
2	2	18	2018	22	bee	78	92	74	88																																		6
2	2	18	2018	23	flamingo	59	80	64	73																																		6
2	2	18	2018	24	crane	74	83	67	80																																		6
2	2	18	2018	25	cricket	69	72	58	69												27	1	1	2	8	2	1	2	1	7	1	8	1	9	9	5	5	9	9	5	5	9	6
2	2	20	2020	1						127	128	98	121.5																														2
2	2	20	2020	2						67	40	51	44.6																														2
2	2	20	2020	3						326	322	340	325.2																														2
2	2	20	2020	4						229	233	218	229.1																														2
2	2	20	2020	5						199	183	208	194																														2
2	2	20	2020	6											1	23	23	47	NA	NA																							2
2	2	20	2020	7										2	2	48	18	48	1	23																							2
2	2	20	2020	8										2	2	24	29	24	2	48																							2
2	2	20	2020	9										2	2	27	51	27	2	24																							2
2	2	20	2020	10										2	1	33	33	57	2	27																							2
2	2	20	2020	11										2	1	28	28	45	1	33																							2
2	2	20	2020	12										2	1	45	45	34	1	28																							2
2	2	20	2020	13										2	2	41	21	41	1	45																							2
2	2	20	2020	14										2	1	22	22	45	2	41																							2
2	2	20	2020	15										2	2	41	24	41	1	22																							2
2	2	20	2020	16										2	2	30	44	30	2	41																							2
2	2	20	2020	17										1	2	53	28	53	2	30																							2
2	2	20	2020	18										2	2	34	26	34	2	53																							2
2	2	20	2020	19										2	2	36	34	36	2	34																							2
2	2	20	2020	20										2	2	30	30	30	2	36																							2
2	2	20	2020	21	ant	93	70	84	77																																		2
2	2	20	2020	22	bee	78	70	84	72																																		2
2	2	20	2020	23	flamingo	59	52	64	58																																		2
2	2	20	2020	24	crane	74	80	64	72																																		2
2	2	20	2020	25	cricket	69	75	60	70												27	0	5	7	2	6	2	7	6	4	6	3	7	3	3	8	8	6	6	5	8	6	2
2	2	21	2021	1	ant	93	35	42	38																																		3
2	2	21	2021	2	bee	78	46	55	50																																		3
2	2	21	2021	3	flamingo	59	49	59	54																																		3
2	2	21	2021	4	crane	74	72	88	81																																		3
2	2	21	2021	5	cricket	69	65	77	70																																		3
2	2	21	2021	6											1	26	26	54	NA	NA																							3
2	2	21	2021	7										1	1	27	27	26	1	26																							3
2	2	21	2021	8										2	1	16	16	40	1	27																							3
2	2	21	2021	9										2	2	47	42	47	1	16																							3
2	2	21	2021	10										2	2	28	46	28	2	47																							3
2	2	21	2021	11										2	2	61	42	61	2	28																							3
2	2	21	2021	12										2	2	40	24	40	2	61																							3
2	2	21	2021	13										2	2	27	46	27	2	40																							3
2	2	21	2021	14										2	2	48	16	48	2	27																							3
2	2	21	2021	15										2	2	43	12	43	2	48																							3
2	2	21	2021	16										2	2	29	50	29	2	43																							3
2	2	21	2021	17										2	2	40	30	40	2	29																							3
2	2	21	2021	18										2	2	38	32	38	2	40																							3
2	2	21	2021	19										2	2	35	16	35	2	38																							3
2	2	21	2021	20										2	2	45	29	45	2	35																							3
2	2	21	2021	21						127	143	122	134.2																														3
2	2	21	2021	22						67	63	80	65.9																														3
2	2	21	2021	23						326	289	309	295.7																														3
2	2	21	2021	24						229	272	257	268																														3
2	2	21	2021	25						199	214	191	207								37	1	1	3	6	4	3	6	3	6	3	6	5	6	8	3	1	7	8	5	8	7	3
2	2	22	2022	1	ant	93	28	33	29																																		4
2	2	22	2022	2	bee	78	36	44	39																																		4
2	2	22	2022	3	flamingo	59	34	40	35																																		4
2	2	22	2022	4	crane	74	31	40	33																																		4
2	2	22	2022	5	cricket	69	32	38	33																																		4
2	2	22	2022	6						127	317	315	317.5																														4
2	2	22	2022	7						67	165	156	160.1																														4
2	2	22	2022	8						326	311	327	316.4																														4
2	2	22	2022	9						229	238	222	229.1																														4
2	2	22	2022	10						199	218	191	208																														4
2	2	22	2022	11											1	42	42	53	NA	NA																							4
2	2	22	2022	12										2	1	24	24	49	1	42																							4
2	2	22	2022	13										2	2	29	34	29	1	24																							4
2	2	22	2022	14										2	1	28	28	39	2	29																							4
2	2	22	2022	15										2	1	27	27	28	1	28																							4
2	2	22	2022	16										2	1	47	47	31	1	27																							4
2	2	22	2022	17										2	1	26	26	56	1	47																							4
2	2	22	2022	18										2	1	23	23	43	1	26																							4
2	2	22	2022	19										2	2	47	8	47	1	23																							4
2	2	22	2022	20										1	2	33	46	33	2	47																							4
2	2	22	2022	21										2	1	20	20	29	2	33																							4
2	2	22	2022	22										2	2	49	40	49	1	20																							4
2	2	22	2022	23										2	1	42	42	38	2	49																							4
2	2	22	2022	24										2	1	12	12	49	1	42																							4
2	2	22	2022	25										2	2	33	25	33	1	12		0	5	7	5	7	8	8	9	5	8	5	6	4	2	6	7	4	5	6	8	5	4
2	2	24	2024	1											2	34	22	34	NA	NA																							6
2	2	24	2024	2										2	1	37	37	21	2	34																							6
2	2	24	2024	3										2	1	2	2	46	1	37																							6
2	2	24	2024	4										2	2	58	36	58	1	2																							6
2	2	24	2024	5										2	2	37	31	37	2	58																							6
2	2	24	2024	6										2	2	32	34	32	2	37																							6
2	2	24	2024	7										2	1	37	37	33	2	32																							6
2	2	24	2024	8										2	1	18	18	51	1	37																							6
2	2	24	2024	9										2	2	22	29	22	1	18																							6
2	2	24	2024	10										2	2	33	60	33	2	22																							6
2	2	24	2024	11										2	2	30	30	30	2	33																							6
2	2	24	2024	12										2	1	58	58	44	2	30																							6
2	2	24	2024	13										2	1	58	58	49	1	58																							6
2	2	24	2024	14										1	1	42	42	62	1	58																							6
2	2	24	2024	15										2	2	48	9	48	1	42																							6
2	2	24	2024	16						127	166	140	207																														6
2	2	24	2024	17						67	52	67	60.1																														6
2	2	24	2024	18						326	316	335	335.3																														6
2	2	24	2024	19						229	249	232	249.1																														6
2	2	24	2024	20						199	210	186	210																														6
2	2	24	2024	21	ant	93	58	70	65																																		6
2	2	24	2024	22	bee	78	68	80	68																																		6
2	2	24	2024	23	flamingo	59	63	50	63																																		6
2	2	24	2024	24	crane	74	106	83	98																																		6
2	2	24	2024	25	cricket	69	74	59	74												23	0	2	5	6	5	4	4	4	6	3	7	4	5	7	5	5	6	7	8	8	7	6
2	2	26	2026	1						127	136	122	129.4																														2
2	2	26	2026	2						67	54	68	61.1																														2
2	2	26	2026	3						326	316	335	323.4																														2
2	2	26	2026	4						229	235	221	231																														2
2	2	26	2026	5						199	240	215	222																														2
2	2	26	2026	6											1	30	30	32	NA	NA																							2
2	2	26	2026	7										2	1	21	21	33	1	30																							2
2	2	26	2026	8										2	1	31	31	27	1	21																							2
2	2	26	2026	9										2	2	55	26	55	1	31																							2
2	2	26	2026	10										2	2	30	23	30	2	55																							2
2	2	26	2026	11										2	2	61	55	61	2	30																							2
2	2	26	2026	12										2	2	29	5	29	2	61																							2
2	2	26	2026	13										1	2	19	26	19	2	29																							2
2	2	26	2026	14										1	2	61	35	61	2	19																							2
2	2	26	2026	15										1	2	32	26	32	2	61																							2
2	2	26	2026	16										2	2	31	51	31	2	32																							2
2	2	26	2026	17										2	2	59	21	59	2	31																							2
2	2	26	2026	18										2	2	42	22	42	2	59																							2
2	2	26	2026	19										2	2	61	30	61	2	42																							2
2	2	26	2026	20										2	2	44	38	44	2	61																							2
2	2	26	2026	21	ant	93	65	78	74																																		2
2	2	26	2026	22	bee	78	80	63	75																																		2
2	2	26	2026	23	flamingo	59	50	60	55																																		2
2	2	26	2026	24	crane	74	80	64	75																																		2
2	2	26	2026	25	cricket	69	70	56	65												29	1	3	3	5	4	1	7	2	8	5	7	2	9	9	7	9	9	9	7	8	9	2
2	2	27	2027	1	ant	93	67	80	75																																		3
2	2	27	2027	2	bee	78	59	70	61																																		3
2	2	27	2027	3	flamingo	59	75	60	70																																		3
2	2	27	2027	4	crane	74	88	70	80																																		3
2	2	27	2027	5	cricket	69	80	65	84																																		3
2	2	27	2027	6											1	36	36	31	NA	NA																							3
2	2	27	2027	7										2	1	42	42	35	1	36																							3
2	2	27	2027	8										2	2	27	17	27	1	42																							3
2	2	27	2027	9										1	1	37	37	39	2	27																							3
2	2	27	2027	10										2	2	27	16	27	1	37																							3
2	2	27	2027	11										2	1	26	26	40	2	27																							3
2	2	27	2027	12										1	2	18	34	18	1	26																							3
2	2	27	2027	13										2	1	43	43	41	2	18																							3
2	2	27	2027	14										2	1	17	17	40	1	43																							3
2	2	27	2027	15										2	2	47	23	47	1	17																							3
2	2	27	2027	16										1	2	28	33	28	2	47																							3
2	2	27	2027	17										2	2	33	55	33	2	28																							3
2	2	27	2027	18										2	2	46	32	46	2	33																							3
2	2	27	2027	19										1	1	26	26	26	2	46																							3
2	2	27	2027	20										2	1	28	28	30	1	26																							3
2	2	27	2027	21						127	300	262	289.7																														3
2	2	27	2027	22						67	51	67	60.9																														3
2	2	27	2027	23						326	306	327	314.6																														3
2	2	27	2027	24						229	26	143	113.7																														3
2	2	27	2027	25						199	335	232	266								28	1	5	7	8	7	7	9	8	8	8	9	9	8	7	9	8	8	8	7	8	8	3
2	2	28	2028	1	ant	93	79	95	88																																		4
2	2	28	2028	2	bee	78	86	68	82																																		4
2	2	28	2028	3	flamingo	59	70	56	69																																		4
2	2	28	2028	4	crane	74	86	69	83																																		4
2	2	28	2028	5	cricket	69	67	80	70																																		4
2	2	28	2028	6						127	143	122	141.9																														4
2	2	28	2028	7						67	64	80	66.6																														4
2	2	28	2028	8						326	293	312	293.3																														4
2	2	28	2028	9						229	229	238	234.1																														4
2	2	28	2028	10						199	201	180	201																														4
2	2	28	2028	11											1	32	32	25	NA	NA																							4
2	2	28	2028	12										1	1	30	30	24	1	32																							4
2	2	28	2028	13										1	2	39	33	39	1	30																							4
2	2	28	2028	14										1	2	45	30	45	2	39																							4
2	2	28	2028	15										1	2	32	35	32	2	45																							4
2	2	28	2028	16										1	1	17	17	34	2	32																							4
2	2	28	2028	17										1	2	49	40	49	1	17																							4
2	2	28	2028	18										1	2	29	8	29	2	49																							4
2	2	28	2028	19										1	2	13	28	13	2	29																							4
2	2	28	2028	20										1	2	46	35	46	2	13																							4
2	2	28	2028	21										1	2	34	44	34	2	46																							4
2	2	28	2028	22										1	2	17	14	17	2	34																							4
2	2	28	2028	23										1	2	33	6	33	2	17																							4
2	2	28	2028	24										1	2	44	32	44	2	33																							4
2	2	28	2028	25										1	2	33	19	33	2	44	27	0	5	7	2	8	4	4	3	4	6	4	7	4	3	9	8	3	4	8	8	5	4
2	2	29	2029	1											1	20	20	20	NA	NA																							5
2	2	29	2029	2										2	1	38	38	47	1	20																							5
2	2	29	2029	3										2	2	42	12	42	1	38																							5
2	2	29	2029	4										2	2	36	45	36	2	42																							5
2	2	29	2029	5										2	2	48	16	48	2	36																							5
2	2	29	2029	6										2	2	31	27	31	2	48																							5
2	2	29	2029	7										2	2	28	50	28	2	31																							5
2	2	29	2029	8										2	1	39	39	38	2	28																							5
2	2	29	2029	9										2	1	58	58	37	1	39																							5
2	2	29	2029	10										2	1	33	33	50	1	58																							5
2	2	29	2029	11										2	2	46	12	46	1	33																							5
2	2	29	2029	12										2	2	29	27	29	2	46																							5
2	2	29	2029	13										2	1	30	30	20	2	29																							5
2	2	29	2029	14										2	1	30	30	57	1	30																							5
2	2	29	2029	15										2	2	42	15	42	1	30																							5
2	2	29	2029	16	ant	93	60	72	60																																		5
2	2	29	2029	17	bee	78	76	91	76																																		5
2	2	29	2029	18	flamingo	59	50	60	50																																		5
2	2	29	2029	19	crane	74	65	78	65																																		5
2	2	29	2029	20	cricket	69	55	66	55																																		5
2	2	29	2029	21						127	127	154	127.2																														5
2	2	29	2029	22						67	58	68	57.7																														5
2	2	29	2029	23						326	314	335	313.7																														5
2	2	29	2029	24						229	233	218	233.6																														5
2	2	29	2029	25						199	233	208	233								30	1	1	2	2	6	2	8	3	9	3	8	6	9	9	6	8	9	9	3	5	9	5
2	2	30	2030	1											1	43	43	27	NA	NA																							6
2	2	30	2030	2										2	2	24	34	24	1	43																							6
2	2	30	2030	3										2	1	46	46	42	2	24																							6
2	2	30	2030	4										1	1	8	8	37	1	46																							6
2	2	30	2030	5										2	2	39	38	39	1	8																							6
2	2	30	2030	6										2	2	45	17	45	2	39																							6
2	2	30	2030	7										2	2	13	35	13	2	45																							6
2	2	30	2030	8										1	2	17	42	17	2	13																							6
2	2	30	2030	9										2	2	57	30	57	2	17																							6
2	2	30	2030	10										2	2	34	29	34	2	57																							6
2	2	30	2030	11										2	2	26	25	26	2	34																							6
2	2	30	2030	12										2	2	26	24	26	2	26																							6
2	2	30	2030	13										2	2	50	10	50	2	26																							6
2	2	30	2030	14										2	2	26	29	26	2	50																							6
2	2	30	2030	15										1	2	18	5	18	2	26																							6
2	2	30	2030	16						127	135	98	135.2																														6
2	2	30	2030	17						67	285	302	292.1																														6
2	2	30	2030	18						326	328	308	322.5																														6
2	2	30	2030	19						229	237	222	231.7																														6
2	2	30	2030	20						199	206	180	199																														6
2	2	30	2030	21	ant	93	68	80	75																																		6
2	2	30	2030	22	bee	78	76	91	80																																		6
2	2	30	2030	23	flamingo	59	60	48	55																																		6
2	2	30	2030	24	crane	74	81	65	79																																		6
2	2	30	2030	25	cricket	69	68	80	72												33	1	4	4	7	2	2	4	2	8	3	7	4	7	8	5	7	8	9	2	7	9	6
2	2	31	2031	1						127	115	140	116.9																														1
2	2	31	2031	2						67	60	80	60.5																														1
2	2	31	2031	3						326	302	323	303.6																														1
2	2	31	2031	4						229	243	228	243.1																														1
2	2	31	2031	5						199	300	232	264																														1
2	2	31	2031	6	ant	93	90	100	90																																		1
2	2	31	2031	7	bee	78	110	88	105																																		1
2	2	31	2031	8	flamingo	59	125	100	120																																		1
2	2	31	2031	9	crane	74	76	60	75																																		1
2	2	31	2031	10	cricket	69	67	80	68																																		1
2	2	31	2031	11											2	45	26	45	NA	NA																							1
2	2	31	2031	12										2	2	34	42	34	2	45																							1
2	2	31	2031	13										2	1	46	46	30	2	34																							1
2	2	31	2031	14										2	1	48	48	36	1	46																							1
2	2	31	2031	15										2	1	22	22	23	1	48																							1
2	2	31	2031	16										1	1	6	6	27	1	22																							1
2	2	31	2031	17										2	1	15	15	35	1	6																							1
2	2	31	2031	18										2	2	52	15	52	1	15																							1
2	2	31	2031	19										1	2	41	27	41	2	52																							1
2	2	31	2031	20										2	2	13	35	13	2	41																							1
2	2	31	2031	21										2	2	34	16	34	2	13																							1
2	2	31	2031	22										2	2	40	29	40	2	34																							1
2	2	31	2031	23										2	2	37	39	37	2	40																							1
2	2	31	2031	24										2	2	38	28	38	2	37																							1
2	2	31	2031	25										2	2	19	41	19	2	38	46	0	2	6	6	4	7	5	3	7	1	7	4	7	7	7	7	8	8	7	8	6	1
2	2	32	2032	1						127	102	127	128.3																														2
2	2	32	2032	2						67	55	68	67.8																														2
2	2	32	2032	3						326	324	340	339.7																														2
2	2	32	2032	4						229	225	238	236.2																														2
2	2	32	2032	5						199	307	232	232																														2
2	2	32	2032	6											2	20	20	20	NA	NA																							2
2	2	32	2032	7										1	1	24	24	39	2	20																							2
2	2	32	2032	8										1	2	26	17	26	1	24																							2
2	2	32	2032	9										1	2	21	23	21	2	26																							2
2	2	32	2032	10										2	1	37	37	20	2	21																							2
2	2	32	2032	11										1	1	40	40	35	1	37																							2
2	2	32	2032	12										1	2	38	28	38	1	40																							2
2	2	32	2032	13										1	2	35	25	35	2	38																							2
2	2	32	2032	14										1	2	41	30	41	2	35																							2
2	2	32	2032	15										1	2	34	41	34	2	41																							2
2	2	32	2032	16										1	2	20	35	20	2	34																							2
2	2	32	2032	17										1	2	31	29	31	2	20																							2
2	2	32	2032	18										1	2	34	19	34	2	31																							2
2	2	32	2032	19										1	2	21	46	21	2	34																							2
2	2	32	2032	20										1	2	35	36	35	2	21																							2
2	2	32	2032	21	ant	93	67	80	74																																		2
2	2	32	2032	22	bee	78	48	58	52																																		2
2	2	32	2032	23	flamingo	59	40	48	43																																		2
2	2	32	2032	24	crane	74	46	55	53																																		2
2	2	32	2032	25	cricket	69	48	58	53												35	0	6	7	4	6	6	6	6	5	6	5	6	5	5	9	9	5	5	9	9	6	2
2	2	33	2033	1	ant	93	105	84	105																																		3
2	2	33	2033	2	bee	78	74	88	75																																		3
2	2	33	2033	3	flamingo	59	60	48	60																																		3
2	2	33	2033	4	crane	74	80	64	80																																		3
2	2	33	2033	5	cricket	69	72	58	72																																		3
2	2	33	2033	6											1	41	41	41	NA	NA																							3
2	2	33	2033	7										2	1	44	44	43	1	41																							3
2	2	33	2033	8										2	1	48	48	57	1	44																							3
2	2	33	2033	9										2	2	25	35	25	1	48																							3
2	2	33	2033	10										2	1	41	41	31	2	25																							3
2	2	33	2033	11										2	1	26	26	28	1	41																							3
2	2	33	2033	12										2	2	69	21	69	1	26																							3
2	2	33	2033	13										2	2	37	50	37	2	69																							3
2	2	33	2033	14										2	1	34	34	34	2	37																							3
2	2	33	2033	15										2	2	39	38	39	1	34																							3
2	2	33	2033	16										2	1	46	46	34	2	39																							3
2	2	33	2033	17										2	2	32	25	32	1	46																							3
2	2	33	2033	18										2	1	16	16	8	2	32																							3
2	2	33	2033	19										2	2	23	40	23	1	16																							3
2	2	33	2033	20										2	1	36	36	34	2	23																							3
2	2	33	2033	21						127	315	315	314.7																														3
2	2	33	2033	22						67	62	80	68.2																														3
2	2	33	2033	23						326	317	335	326.1																														3
2	2	33	2033	24						229	226	238	232.5																														3
2	2	33	2033	25						199	210	186	203								45	0	1	1	8	4	9	4	2	6	2	6	1	9	8	1	3	8	8	2	5	7	3
2	2	35	2035	1											1	37	37	52	NA	NA																							5
2	2	35	2035	2										1	1	30	30	29	1	37																							5
2	2	35	2035	3										1	1	46	46	19	1	30																							5
2	2	35	2035	4										1	2	35	25	35	1	46																							5
2	2	35	2035	5										2	2	49	33	49	2	35																							5
2	2	35	2035	6										2	2	25	33	25	2	49																							5
2	2	35	2035	7										2	1	21	21	18	2	25																							5
2	2	35	2035	8										1	2	27	24	27	1	21																							5
2	2	35	2035	9										1	2	19	42	19	2	27																							5
2	2	35	2035	10										2	2	58	27	58	2	19																							5
2	2	35	2035	11										1	2	39	21	39	2	58																							5
2	2	35	2035	12										1	2	45	19	45	2	39																							5
2	2	35	2035	13										1	2	53	21	53	2	45																							5
2	2	35	2035	14										1	2	28	21	28	2	53																							5
2	2	35	2035	15										1	2	44	45	44	2	28																							5
2	2	35	2035	16	ant	93	60	72	65																																		5
2	2	35	2035	17	bee	78	50	60	60																																		5
2	2	35	2035	18	flamingo	59	45	54	54																																		5
2	2	35	2035	19	crane	74	60	72	72																																		5
2	2	35	2035	20	cricket	69	40	48	50																																		5
2	2	35	2035	21						127	49	98	97.9																														5
2	2	35	2035	22						67	41	51	50.8																														5
2	2	35	2035	23						326	53	43	52.8																														5
2	2	35	2035	24						229	220	236	219																														5
2	2	35	2035	25						199	16	44	45								53	1	3	4	2	2	7	5	4	9	7	9	4	9	9	9	9	9	9	5	6	9	5
2	2	36	2036	1											2	33	34	33	NA	NA																							6
2	2	36	2036	2										2	1	29	29	36	2	33																							6
2	2	36	2036	3										2	2	55	36	55	1	29																							6
2	2	36	2036	4										2	1	37	37	47	2	55																							6
2	2	36	2036	5										2	2	37	13	37	1	37																							6
2	2	36	2036	6										2	2	31	31	31	2	37																							6
2	2	36	2036	7										2	1	31	31	31	2	31																							6
2	2	36	2036	8										2	2	32	34	32	1	31																							6
2	2	36	2036	9										2	2	25	32	25	2	32																							6
2	2	36	2036	10										2	1	27	27	31	2	25																							6
2	2	36	2036	11										2	2	38	33	38	1	27																							6
2	2	36	2036	12										2	2	23	26	23	2	38																							6
2	2	36	2036	13										2	2	11	44	11	2	23																							6
2	2	36	2036	14										2	2	29	18	29	2	11																							6
2	2	36	2036	15										2	2	18	35	18	2	29																							6
2	2	36	2036	16						127	112	135	108.9																														6
2	2	36	2036	17						67	75	62	65.9																														6
2	2	36	2036	18						326	326	340	317.4																														6
2	2	36	2036	19						229	232	216	227.4																														6
2	2	36	2036	20						199	213	186	212																														6
2	2	36	2036	21	ant	93	65	78	72																																		6
2	2	36	2036	22	bee	78	74	88	79																																		6
2	2	36	2036	23	flamingo	59	60	48	58																																		6
2	2	36	2036	24	crane	74	76	60	73																																		6
2	2	36	2036	25	cricket	69	59	70	63												36	0	3	7	2	3	4	5	6	7	5	6	5	6	8	9	9	8	7	6	9	9	6
2	2	40	2040	1	ant	93	37	45	55																																		4
2	2	40	2040	2	bee	78	38	45	60																																		4
2	2	40	2040	3	flamingo	59	47	56	40																																		4
2	2	40	2040	4	crane	74	35	42	55																																		4
2	2	40	2040	5	cricket	69	42	50	60																																		4
2	2	40	2040	6						127	236	233	218.4																														4
2	2	40	2040	7						67	46	62	28.6																														4
2	2	40	2040	8						326	299	320	340.7																														4
2	2	40	2040	9						229	240	222	205.8																														4
2	2	40	2040	10						199	186	211	163																														4
2	2	40	2040	11											2	37	14	37	NA	NA																							4
2	2	40	2040	12										2	1	15	15	40	2	37																							4
2	2	40	2040	13										2	2	1	28	1	1	15																							4
2	2	40	2040	14										2	1	39	39	49	2	1																							4
2	2	40	2040	15										2	1	35	35	44	1	39																							4
2	2	40	2040	16										2	1	31	31	35	1	35																							4
2	2	40	2040	17										2	1	37	37	26	1	31																							4
2	2	40	2040	18										2	1	32	32	29	1	37																							4
2	2	40	2040	19										2	2	31	33	31	1	32																							4
2	2	40	2040	20										2	1	33	33	26	2	31																							4
2	2	40	2040	21										2	1	1	1	37	1	33																							4
2	2	40	2040	22										2	2	22	28	22	1	1																							4
2	2	40	2040	23										2	1	32	32	24	2	22																							4
2	2	40	2040	24										2	1	22	22	40	1	32																							4
2	2	40	2040	25										2	2	56	15	56	1	22	30	0	4	2	5	2	2	1	4	9	4	9	4	9	9	4	5	9	9	5	5	9	4
2	2	41	2041	1											2	55	28	55	NA	NA																							5
2	2	41	2041	2										2	2	50	50	50	2	55																							5
2	2	41	2041	3										1	2	35	20	35	2	50																							5
2	2	41	2041	4										2	1	16	16	27	2	35																							5
2	2	41	2041	5										1	1	44	44	42	1	16																							5
2	2	41	2041	6										2	2	50	25	50	1	44																							5
2	2	41	2041	7										2	2	51	26	51	2	50																							5
2	2	41	2041	8										2	2	29	33	29	2	51																							5
2	2	41	2041	9										2	1	37	37	36	2	29																							5
2	2	41	2041	10										1	2	32	27	32	1	37																							5
2	2	41	2041	11										2	1	41	41	58	2	32																							5
2	2	41	2041	12										1	2	32	28	32	1	41																							5
2	2	41	2041	13										2	1	46	46	25	2	32																							5
2	2	41	2041	14										2	1	31	31	48	1	46																							5
2	2	41	2041	15										2	2	33	34	33	1	31																							5
2	2	41	2041	16	ant	93	75	90	90																																		5
2	2	41	2041	17	bee	78	80	65	80																																		5
2	2	41	2041	18	flamingo	59	63	50	57																																		5
2	2	41	2041	19	crane	74	84	67	84																																		5
2	2	41	2041	20	cricket	69	51	62	56																																		5
2	2	41	2041	21						127	96	122	106.5																														5
2	2	41	2041	22						67	55	68	61.3																														5
2	2	41	2041	23						326	317	335	299																														5
2	2	41	2041	24						229	235	221	229.6																														5
2	2	41	2041	25						199	235	210	219								55	1	3	6	3	4	7	2	5	6	6	4	7	4	8	8	8	6	7	8	8	6	5
2	2	42	2042	1											1	34	34	57	NA	NA																							6
2	2	42	2042	2										2	2	54	40	54	1	34																							6
2	2	42	2042	3										2	2	27	22	27	2	54																							6
2	2	42	2042	4										2	2	42	23	42	2	27																							6
2	2	42	2042	5										2	2	39	25	39	2	42																							6
2	2	42	2042	6										2	2	44	41	44	2	39																							6
2	2	42	2042	7										2	2	36	33	36	2	44																							6
2	2	42	2042	8										2	2	26	39	26	2	36																							6
2	2	42	2042	9										2	2	49	33	49	2	26																							6
2	2	42	2042	10										2	2	28	25	28	2	49																							6
2	2	42	2042	11										2	2	51	54	51	2	28																							6
2	2	42	2042	12										2	2	25	11	25	2	51																							6
2	2	42	2042	13										2	2	58	52	58	2	25																							6
2	2	42	2042	14										2	2	55	24	55	2	58																							6
2	2	42	2042	15										2	2	27	26	27	2	55																							6
2	2	42	2042	16						127	143	122	138																														6
2	2	42	2042	17						67	50	67	51.1																														6
2	2	42	2042	18						326	316	335	323.6																														6
2	2	42	2042	19						229	238	222	236.8																														6
2	2	42	2042	20						199	215	191	201																														6
2	2	42	2042	21	ant	93	82	98	88																																		6
2	2	42	2042	22	bee	78	104	84	94																																		6
2	2	42	2042	23	flamingo	59	85	68	78																																		6
2	2	42	2042	24	crane	74	83	67	78																																		6
2	2	42	2042	25	cricket	69	66	80	69												22	1	2	4	3	8	3	4	1	4	3	7	4	6	9	1	5	9	9	1	6	9	6
2	2	43	2043	1						127	231	233	231.4																														1
2	2	43	2043	2						67	83	68	77																														1
