BEASTtype	session	playerNr	uniquePlayerNr	period	animalName	actualNAnimals	firstEstimate	observedEstimate	secondEstimate	actualAngle	firstAngle	observedAngle	secondAngle	infoChoice	choice	payoff	A	B	previousChoice	previousPayoff	age	female	IOS	conf1	conf2	conf3	conf4	conf5	conf6	conf7	conf8	conf9	conf10	conf11	indiv1	coll1	coll2	indiv2	indiv3	coll3	coll4	indiv4	orderofTasks
1	2	13	102013	10	cricket	69	52	65	55																																		1
1	2	13	102013	11											2	49	41	49	NA	NA																							1
1	2	13	102013	12										2	1	30	30	38	2	49																							1
1	2	13	102013	13										2	1	41	41	26	1	30																							1
1	2	13	102013	14										2	2	20	31	20	1	41																							1
1	2	13	102013	15										2	2	48	31	48	2	20																							1
1	2	13	102013	16										2	2	26	48	26	2	48																							1
1	2	13	102013	17										2	2	47	22	47	2	26																							1
1	2	13	102013	18										2	2	34	44	34	2	47																							1
1	2	13	102013	19										2	1	21	21	13	2	34																							1
1	2	13	102013	20										1	1	24	24	32	1	21																							1
1	2	13	102013	21										1	1	43	43	48	1	24																							1
1	2	13	102013	22										2	1	18	18	56	1	43																							1
1	2	13	102013	23										2	1	40	40	42	1	18																							1
1	2	13	102013	24										2	1	29	29	44	1	40																							1
1	2	13	102013	25										2	1	21	21	41	1	29	25	0	3	3	5	3	2	6	3	8	5	7	3	8	9	7	7	9	8	4	5	8	1
1	2	15	102015	1	ant	93	70	87	80																																		3
1	2	15	102015	2	bee	78	60	69	65																																		3
1	2	15	102015	3	flamingo	59	50	60	55																																		3
1	2	15	102015	4	crane	74	90	77	85																																		3
1	2	15	102015	5	cricket	69	65	81	70																																		3
1	2	15	102015	6											1	46	46	24	NA	NA																							3
1	2	15	102015	7										1	1	33	33	45	1	46																							3
1	2	15	102015	8										2	2	20	12	20	1	33																							3
1	2	15	102015	9										2	1	24	24	19	2	20																							3
1	2	15	102015	10										1	1	18	18	18	1	24																							3
1	2	15	102015	11										2	2	49	23	49	1	18																							3
1	2	15	102015	12										1	2	63	32	63	2	49																							3
1	2	15	102015	13										2	2	27	40	27	2	63																							3
1	2	15	102015	14										2	2	25	18	25	2	27																							3
1	2	15	102015	15										2	2	31	35	31	2	25																							3
1	2	15	102015	16										2	2	47	11	47	2	31																							3
1	2	15	102015	17										2	2	40	12	40	2	47																							3
1	2	15	102015	18										2	2	29	28	29	2	40																							3
1	2	15	102015	19										2	2	22	20	22	2	29																							3
1	2	15	102015	20										2	2	52	46	52	2	22																							3
1	2	15	102015	21						127	296	265	288.2																														3
1	2	15	102015	22						67	63	78	68.7																														3
1	2	15	102015	23						326	322	340	328.6																														3
1	2	15	102015	24						229	230	216	226.1																														3
1	2	15	102015	25						199	32	61	39								39	1	4	7	4	2	3	2	3	8	4	8	2	8	3	7	9	4	8	6	9	9	3
1	2	16	102016	1	ant	93	68	85	77																																		4
1	2	16	102016	2	bee	78	83	71	80																																		4
1	2	16	102016	3	flamingo	59	57	68	59																																		4
1	2	16	102016	4	crane	74	90	77	90																																		4
1	2	16	102016	5	cricket	69	78	59	73																																		4
1	2	16	102016	6						127	136	111	129.1																														4
1	2	16	102016	7						67	55	70	57.9																														4
1	2	16	102016	8						326	340	320	337.1																														4
1	2	16	102016	9						229	238	223	233.3																														4
1	2	16	102016	10						199	46	61	46																														4
1	2	16	102016	11											2	42	21	42	NA	NA																							4
1	2	16	102016	12										2	2	46	36	46	2	42																							4
1	2	16	102016	13										2	2	29	36	29	2	46																							4
1	2	16	102016	14										2	2	29	30	29	2	29																							4
1	2	16	102016	15										1	2	35	26	35	2	29																							4
1	2	16	102016	16										1	2	49	28	49	2	35																							4
1	2	16	102016	17										1	2	16	18	16	2	49																							4
1	2	16	102016	18										1	2	38	33	38	2	16																							4
1	2	16	102016	19										1	2	37	25	37	2	38																							4
1	2	16	102016	20										1	2	36	33	36	2	37																							4
1	2	16	102016	21										1	2	50	21	50	2	36																							4
1	2	16	102016	22										1	2	30	56	30	2	50																							4
1	2	16	102016	23										1	2	46	24	46	2	30																							4
1	2	16	102016	24										1	2	29	23	29	2	46																							4
1	2	16	102016	25										1	2	50	57	50	2	29	49	0	2	6	3	3	3	4	6	7	4	4	4	8	7	6	7	8	8	4	6	8	4
1	2	17	102017	1											2	48	26	48	NA	NA																							5
1	2	17	102017	2										2	2	48	29	48	2	48																							5
1	2	17	102017	3										2	2	43	46	43	2	48																							5
1	2	17	102017	4										2	2	8	28	8	2	43																							5
1	2	17	102017	5										2	2	30	33	30	2	8																							5
1	2	17	102017	6										2	2	50	24	50	2	30																							5
1	2	17	102017	7										1	2	24	36	24	2	50																							5
1	2	17	102017	8										2	2	30	19	30	2	24																							5
1	2	17	102017	9										1	2	11	12	11	2	30																							5
1	2	17	102017	10										2	2	32	37	32	2	11																							5
1	2	17	102017	11										2	2	42	21	42	2	32																							5
1	2	17	102017	12										2	2	40	30	40	2	42																							5
1	2	17	102017	13										2	2	23	18	23	2	40																							5
1	2	17	102017	14										1	2	44	36	44	2	23																							5
1	2	17	102017	15										1	2	31	33	31	2	44																							5
1	2	17	102017	16	ant	93	38	47	42																																		5
1	2	17	102017	17	bee	78	47	54	50																																		5
1	2	17	102017	18	flamingo	59	46	55	49																																		5
1	2	17	102017	19	crane	74	65	75	70																																		5
1	2	17	102017	20	cricket	69	69	52	59																																		5
1	2	17	102017	21						127	141	116	128.5																														5
1	2	17	102017	22						67	63	78	68.8																														5
1	2	17	102017	23						326	313	333	322.4																														5
1	2	17	102017	24						229	228	243	233.7																														5
1	2	17	102017	25						199	205	180	194								59	1	1	6	5	4	4	4	4	7	3	7	4	7	8	9	9	6	5	8	9	8	5
1	2	18	102018	1											1	39	39	29	NA	NA																							6
1	2	18	102018	2										2	2	25	32	25	1	39																							6
1	2	18	102018	3										2	2	42	28	42	2	25																							6
1	2	18	102018	4										1	2	35	25	35	2	42																							6
1	2	18	102018	5										2	2	69	14	69	2	35																							6
1	2	18	102018	6										2	2	19	29	19	2	69																							6
1	2	18	102018	7										2	2	26	26	26	2	19																							6
1	2	18	102018	8										2	2	42	35	42	2	26																							6
1	2	18	102018	9										2	2	52	19	52	2	42																							6
1	2	18	102018	10										2	2	25	20	25	2	52																							6
1	2	18	102018	11										2	2	39	25	39	2	25																							6
1	2	18	102018	12										2	1	28	28	25	2	39																							6
1	2	18	102018	13										2	2	29	39	29	1	28																							6
1	2	18	102018	14										2	1	42	42	36	2	29																							6
1	2	18	102018	15										2	1	33	33	50	1	42																							6
1	2	18	102018	16						127	189	166	320.8																														6
1	2	18	102018	17						67	214	200	355																														6
1	2	18	102018	18						326	205	223	317.7																														6
1	2	18	102018	19						229	151	150	197.1																														6
1	2	18	102018	20						199	271	240	326																														6
1	2	18	102018	21	ant	93	25	32	30																																		6
1	2	18	102018	22	bee	78	35	40	36																																		6
1	2	18	102018	23	flamingo	59	40	48	48																																		6
1	2	18	102018	24	crane	74	40	46	46																																		6
1	2	18	102018	25	cricket	69	35	44	44												40	0	4	4	5	4	5	4	5	4	5	4	3	5	5	7	6	7	6	7	6	7	6
1	2	19	102019	1						127	122	147	127.4																														1
1	2	19	102019	2						67	73	58	65.4																														1
1	2	19	102019	3						326	311	331	314																														1
1	2	19	102019	4						229	231	216	227.9																														1
1	2	19	102019	5						199	198	223	202																														1
1	2	19	102019	6	ant	93	56	70	63																																		1
1	2	19	102019	7	bee	78	72	83	76																																		1
1	2	19	102019	8	flamingo	59	46	55	43																																		1
1	2	19	102019	9	crane	74	57	66	58																																		1
1	2	19	102019	10	cricket	69	42	52	44																																		1
1	2	19	102019	11											2	29	15	29	NA	NA																							1
1	2	19	102019	12										2	1	36	36	56	2	29																							1
1	2	19	102019	13										2	1	27	27	28	1	36																							1
1	2	19	102019	14										2	2	32	30	32	1	27																							1
1	2	19	102019	15										2	2	29	51	29	2	32																							1
1	2	19	102019	16										2	1	25	25	49	2	29																							1
1	2	19	102019	17										2	2	52	27	52	1	25																							1
1	2	19	102019	18										2	2	32	34	32	2	52																							1
1	2	19	102019	19										2	2	19	21	19	2	32																							1
1	2	19	102019	20										2	1	1	1	35	2	19																							1
1	2	19	102019	21										2	2	18	30	18	1	1																							1
1	2	19	102019	22										2	2	33	46	33	2	18																							1
1	2	19	102019	23										2	2	26	26	26	2	33																							1
1	2	19	102019	24										2	2	69	45	69	2	26																							1
1	2	19	102019	25										2	2	61	31	61	2	69	35	1	2	3	3	8	2	6	6	5	6	4	4	7	8	3	4	7	6	3	6	5	1
1	2	21	102021	1	ant	93	78	97	80																																		3
1	2	21	102021	2	bee	78	74	85	75																																		3
1	2	21	102021	3	flamingo	59	47	56	48																																		3
1	2	21	102021	4	crane	74	68	78	70																																		3
1	2	21	102021	5	cricket	69	58	72	58																																		3
1	2	21	102021	6											2	21	12	21	NA	NA																							3
1	2	21	102021	7										2	1	39	39	28	2	21																							3
1	2	21	102021	8										2	1	42	42	34	1	39																							3
1	2	21	102021	9										1	1	26	26	37	1	42																							3
1	2	21	102021	10										2	2	41	56	41	1	26																							3
1	2	21	102021	11										2	2	20	46	20	2	41																							3
1	2	21	102021	12										1	2	52	26	52	2	20																							3
1	2	21	102021	13										2	2	28	27	28	2	52																							3
1	2	21	102021	14										2	2	50	36	50	2	28																							3
1	2	21	102021	15										1	2	47	52	47	2	50																							3
1	2	21	102021	16										2	2	50	1	50	2	47																							3
1	2	21	102021	17										1	2	28	38	28	2	50																							3
1	2	21	102021	18										2	1	40	40	23	2	28																							3
1	2	21	102021	19										2	1	6	6	33	1	40																							3
